yaw_lk,data
39.0,2021-04-26 19:19:23.323340
38.986524454752605,2021-04-26 19:19:23.349420
38.986524454752605,2021-04-26 19:19:23.464026
38.986524454752605,2021-04-26 19:19:23.532607
38.98652886132411,2021-04-26 19:19:23.593897
38.98652886132411,2021-04-26 19:19:23.649982
38.98652886132411,2021-04-26 19:19:23.703699
38.98652886132411,2021-04-26 19:19:23.758227
38.98652886132411,2021-04-26 19:19:23.813173
38.98652445475211,2021-04-26 19:19:23.882891
38.98652445475211,2021-04-26 19:19:23.937357
38.98652445475211,2021-04-26 19:19:23.999171
38.98652445475211,2021-04-26 19:19:24.051203
38.9865200481806,2021-04-26 19:19:24.114183
38.98651564160959,2021-04-26 19:19:24.182182
38.98652445475061,2021-04-26 19:19:24.241326
38.98654208103662,2021-04-26 19:19:24.299301
38.98654208103662,2021-04-26 19:19:24.360753
38.98653767446312,2021-04-26 19:19:24.429005
38.98653767446312,2021-04-26 19:19:24.489494
38.98653767446312,2021-04-26 19:19:24.554375
38.986533267890124,2021-04-26 19:19:24.614210
38.986537674462625,2021-04-26 19:19:24.668454
38.986537674462625,2021-04-26 19:19:24.728693
38.98653326788963,2021-04-26 19:19:24.783948
38.98653326788963,2021-04-26 19:19:24.838582
38.98653326788963,2021-04-26 19:19:24.892065
38.98653326788963,2021-04-26 19:19:24.946123
38.98653326788963,2021-04-26 19:19:25.006308
38.98653326788963,2021-04-26 19:19:25.068703
38.98653326788963,2021-04-26 19:19:25.125352
38.98653326788963,2021-04-26 19:19:25.179850
38.98653326788963,2021-04-26 19:19:25.236932
38.98653326788963,2021-04-26 19:19:25.297195
38.98653326788963,2021-04-26 19:19:25.356688
38.98653326788963,2021-04-26 19:19:25.406315
38.98653326788963,2021-04-26 19:19:25.462248
38.98653326788963,2021-04-26 19:19:25.518356
38.98653326788963,2021-04-26 19:19:25.572768
38.98653326788963,2021-04-26 19:19:25.625449
38.98653326788963,2021-04-26 19:19:25.678293
38.98653326788963,2021-04-26 19:19:25.732751
38.98653326788963,2021-04-26 19:19:25.784025
38.98653326788963,2021-04-26 19:19:25.836571
38.98653326788963,2021-04-26 19:19:25.889995
38.98653326788963,2021-04-26 19:19:25.945762
38.98653326788963,2021-04-26 19:19:25.997517
38.98653326788963,2021-04-26 19:19:26.050156
