yaw_lk,data
55.0,0.0
54.973063716182004,0.022289
54.973045075684595,1.024775
54.95674085948015,1.079685
54.93843511456721,1.13634
54.92558127334371,1.195361
54.9101913134035,1.2527119999999998
54.90411525486222,1.3167109999999997
54.89646361933374,1.3657769999999998
54.88994233125866,1.4211109999999998
54.88615782776586,1.4766909999999998
54.87757193972314,1.5334829999999997
54.88079114407751,1.5897549999999998
54.88285676630279,1.6464489999999998
54.8838803113339,1.6988979999999998
54.883892718171715,1.7571149999999998
54.8835887505765,1.8131769999999998
54.88359495396245,1.869649
54.895846642605626,1.923493
54.8993337241546,1.975374
54.90002249753371,2.030338
54.901046362699375,2.08539
54.90069265722761,2.1487209999999997
54.900072125310096,2.2101699999999997
54.89860148128818,2.263775
54.89983629276808,2.319734
54.90009691210812,2.374101
54.90046922721847,2.426452
54.925259376433914,2.4844299999999997
54.95066290487272,2.543497
54.939377577441924,2.59492
54.93938378713358,2.655196
54.915370906782286,2.716313
54.94463060215521,2.775538
54.90577284643173,2.841527
54.88618084103394,2.900939
54.885566676819614,2.967946
54.901609211024876,3.0160299999999998
54.90391762829585,3.069734
54.91243182631492,3.122511
54.91294077128944,3.1748109999999996
54.912735950072104,3.2249359999999996
54.91655305852132,3.2774459999999994
54.918011729805045,3.3326089999999993
54.90868840017698,3.3866019999999994
54.897368249573645,3.4399569999999993
54.88546716808689,3.4910099999999993
54.88582077318814,3.541749999999999
54.896962507457864,3.591879999999999
54.906139550954286,3.643918999999999
54.90690908687284,3.692251999999999
54.90724421205037,3.768346999999999
54.90578578802447,3.854804999999999
54.90297451766111,3.920062999999999
54.90225467071874,3.986224999999999
54.90068468029994,4.040676999999999
54.899580133647255,4.092269999999999
54.89735246920634,4.1447199999999995
54.89554683118906,4.194305999999999
54.892041154471976,4.246191
54.8982144740779,4.2978119999999995
54.90188785720786,4.3489949999999995
54.8961229901945,4.4019889999999995
54.88956451376756,4.4562859999999995
54.89171111900593,4.5113769999999995
54.89454648593814,4.563452
54.9002051034687,4.621897
54.904337809337896,4.7249039999999995
54.8987340340827,4.783541
54.90233919590202,4.842848999999999
54.90086849115061,4.9008009999999995
54.8975051973859,4.9578549999999995
54.899230175960845,5.009577999999999
54.89972658827074,5.060928
54.900899372957376,5.116044
54.900601516515465,5.171138
54.899180500783395,5.220966
54.896636389997205,5.273092
54.89416065057668,5.327043
54.891213474661036,5.379452
54.89807537268519,5.429962
54.902102432838376,5.483378
54.90199073422503,5.539789
54.88395765033631,5.5898769999999995
54.90003073137654,5.642213999999999
54.91184551663593,5.693089999999999
54.90167913898697,5.745774999999999
54.90445917192948,5.796948999999999
54.90398132957241,5.850268999999999
54.921667548601505,5.905377999999999
54.9000896184168,5.9616289999999985
54.9095153947083,6.0136569999999985
54.944034926481095,6.063711999999999
54.90766788947464,6.115901999999999
54.904391064676545,6.168053
54.891030112487165,6.220959
54.90426993298278,6.272684
54.89641969274555,6.323787
54.92208910014718,6.374297
54.90124351737466,6.430981
54.900107932571544,6.482635
54.90301819626833,6.534284
54.90301819626833,6.587447
54.9034836149203,6.63967
54.90348982055493,6.690168
54.90895077964805,6.74071
54.907225441432274,6.787203
54.90721302931715,6.842663
54.90567392738942,6.896287
54.907039221473084,6.954136
54.91858244939101,7.008044
54.922983454318654,7.062442
54.89886600112131,7.114884
54.896477032727304,7.16153
54.895583535379764,7.209421
54.90206128571556,7.261261
54.89866068603559,7.318227
54.898654480946085,7.372747
54.91153624530319,7.420975
54.90261123387371,7.473648000000001
54.96305315478774,7.529991000000001
54.96305315478774,7.586892000000001
54.91363998240714,7.638961000000001
54.91345998571214,7.692365000000001
54.89955063152875,7.744766
54.94716305512129,7.797726
54.91235280111061,7.84954
54.9500705347591,7.905906
54.92970499280269,7.963516
54.94569213363978,8.014782
54.93023443465154,8.069650000000001
54.94208055454508,8.121813000000001
54.94407396363638,8.170777000000001
54.98930922418315,8.224821
54.9531484032076,8.2794
54.95312976946316,8.334389000000002
54.952067646390226,8.389552000000002
54.92519831535382,8.443637000000003
54.955363419815974,8.491345000000003
54.953642834729884,8.542279000000002
54.95104650964478,8.595199000000003
54.94696587569784,8.646707000000003
54.94696587569784,8.695915000000003
54.93953805867815,8.749424000000003
54.94501502271802,8.803307000000004
54.95459756012805,8.856430000000003
54.95658521194952,8.913710000000004
54.90607839473418,8.966528000000004
54.93806374720616,9.020096000000004
54.936679019082106,9.071287000000003
54.935511654393025,9.125439000000004
54.931239687160065,9.177156000000004
54.9305815573443,9.230619000000004
54.92938327873457,9.285435000000005
54.928135357768426,9.341843000000004
54.92594378516583,9.391496000000004
54.93046954347332,9.444061000000003
54.94437699742313,9.495147000000003
54.94280580247002,9.549207000000003
54.94716527802807,9.603247000000003
54.949276872469184,9.660433000000003
54.950239548105216,9.714913000000003
54.95928885761919,9.765529000000003
54.97518521768441,9.820049000000003
55.008055896598975,9.871904000000002
55.01299255526121,9.920191000000003
54.9698084604243,9.969910000000002
54.9698146735555,10.022503000000002
54.925956175452036,10.075547000000002
54.96777443997364,10.128487000000002
54.96668096934495,10.183140000000002
54.964438156592905,10.240175000000002
54.96521472211862,10.293171000000003
54.96136911530336,10.342379000000003
54.95592103579556,10.396182000000003
