244,37,364,490,263.5,304.0,meianau,meianau 0.46,0.46,32.57444604721198,32.57444604721198,32.57444604721198,32.57444604721198,32.57444604721198,32.57444604721198,32.57444604721198,32.57444604721198,32.57444604721198,5.99912,32.45883911079579,45.0,45.016632962089055
244,37,364,490,263.5,304.0,meianau,meianau 0.46,0.46,32.54086200706302,32.54086200706302,32.54086200706302,32.54086200706302,32.54086200706302,32.54086200706302,32.54086200706302,32.54086200706302,32.54086200706302,9.012276,32.425255070646834,45.0,45.016632962089055
244,37,365,489,263.0,304.5,meianau,meianau 0.46,0.46,32.54201812226448,32.54201812226448,32.54201812226448,32.54201812226448,32.54201812226448,32.54201812226448,32.54201812226448,32.54201812226448,32.54201812226448,11.940541,32.44086205290032,45.0,45.018218521567654
121,20,390,514,267.0,255.5,navio,navio 0.30,0.30,32.657625058680665,32.657625058680665,32.657625058680665,32.657625058680665,32.657625058680665,32.657625058680665,32.657625058680665,32.657625058680665,32.657625058680665,11.940576,32.44086205290032,45.0,45.018218521567654
243,31,366,495,263.0,304.5,meianau,meianau 0.47,0.47,32.57280178485372,32.57280178485372,32.57280178485372,32.57280178485372,32.57280178485372,32.57280178485372,32.57280178485372,32.57280178485372,32.57280178485372,14.950149,32.471645715489565,45.0,45.017681159445964
116,11,390,519,265.0,253.0,navio,navio 0.35,0.35,32.630605253061816,32.630605253061816,32.630605253061816,32.630605253061816,32.630605253061816,32.630605253061816,32.630605253061816,32.630605253061816,32.630605253061816,14.950214,32.471645715489565,45.0,45.017681159445964
246,34,363,492,263.0,304.5,meianau,meianau 0.47,0.47,32.57122401115546,32.57122401115546,32.57122401115546,32.57122401115546,32.57122401115546,32.57122401115546,32.57122401115546,32.57122401115546,32.57122401115546,17.865569999999998,32.4700679417913,45.0,45.01657203608922
118,15,390,519,267.0,254.0,navio,navio 0.33,0.33,32.68683094757164,32.68683094757164,32.68683094757164,32.68683094757164,32.68683094757164,32.68683094757164,32.68683094757164,32.68683094757164,32.68683094757164,17.865619,32.4700679417913,45.0,45.01657203608922
247,30,362,497,263.5,304.5,meianau,meianau 0.46,0.46,32.58574318009917,32.58574318009917,32.58574318009917,32.58574318009917,32.58574318009917,32.58574318009917,32.58574318009917,32.58574318009917,32.58574318009917,20.786262,32.47013624368299,45.0,45.01737672628811
121,17,390,516,266.5,255.5,navio,navio 0.32,0.32,32.67244838241131,32.67244838241131,32.67244838241131,32.67244838241131,32.67244838241131,32.67244838241131,32.67244838241131,32.67244838241131,32.67244838241131,20.786299,32.47013624368299,45.0,45.01737672628811
245,33,364,494,263.5,304.5,meianau,meianau 0.49,0.49,32.55633921572228,32.55633921572228,32.55633921572228,32.55633921572228,32.55633921572228,32.55633921572228,32.55633921572228,32.55633921572228,32.55633921572228,23.747256,32.4407322793061,45.0,45.018957017854206
121,21,390,514,267.5,255.5,navio,navio 0.32,0.32,32.67194615213847,32.67194615213847,32.67194615213847,32.67194615213847,32.67194615213847,32.67194615213847,32.67194615213847,32.67194615213847,32.67194615213847,23.747292,32.4407322793061,45.0,45.018957017854206
244,31,364,494,262.5,304.0,meianau,meianau 0.44,0.44,32.54048997312212,32.54048997312212,32.54048997312212,32.54048997312212,32.54048997312212,32.54048997312212,32.54048997312212,32.54048997312212,32.54048997312212,26.640545,32.45378477080998,45.0,45.01779227296659
119,20,390,513,266.5,254.5,navio,navio 0.32,0.32,32.656096909538306,32.656096909538306,32.656096909538306,32.656096909538306,32.656096909538306,32.656096909538306,32.656096909538306,32.656096909538306,32.656096909538306,26.64058,32.45378477080998,45.0,45.01779227296659
246,33,362,494,263.5,304.0,meianau,meianau 0.48,0.48,32.572847782946205,32.572847782946205,32.572847782946205,32.572847782946205,32.572847782946205,32.572847782946205,32.572847782946205,32.572847782946205,32.572847782946205,29.572395,32.45724084653002,45.0,45.01831639460542
120,29,390,506,267.5,255.0,navio,navio 0.30,0.30,32.68845471936239,32.68845471936239,32.68845471936239,32.68845471936239,32.68845471936239,32.68845471936239,32.68845471936239,32.68845471936239,32.68845471936239,29.57243,32.45724084653002,45.0,45.01831639460542
246,34,362,492,263.0,304.0,meianau,meianau 0.47,0.47,32.58455654041531,32.58455654041531,32.58455654041531,32.58455654041531,32.58455654041531,32.58455654041531,32.58455654041531,32.58455654041531,32.58455654041531,32.541086,32.483400471051155,45.0,45.02283236392891
211,65,355,146,105.5,283.0,proa,proa 0.33,0.33,28.032533419028034,28.032533419028034,28.032533419028034,28.032533419028034,28.032533419028034,28.032533419028034,28.032533419028034,28.032533419028034,28.032533419028034,32.541134,32.483400471051155,45.0,45.02283236392891
246,38,363,488,263.0,304.5,meianau,meianau 0.49,0.49,32.59081299369506,32.59081299369506,32.59081299369506,32.59081299369506,32.59081299369506,32.59081299369506,32.59081299369506,32.59081299369506,32.59081299369506,35.459608,32.4896569243309,45.0,45.02084418504479
246,38,363,489,263.5,304.5,meianau,meianau 0.47,0.47,32.60790714395588,32.60790714395588,32.60790714395588,32.60790714395588,32.60790714395588,32.60790714395588,32.60790714395588,32.60790714395588,32.60790714395588,38.356403,32.49230020753969,45.0,45.01975351456805
247,30,362,497,263.5,304.5,meianau,meianau 0.49,0.49,32.61160227629684,32.61160227629684,32.61160227629684,32.61160227629684,32.61160227629684,32.61160227629684,32.61160227629684,32.61160227629684,32.61160227629684,41.347782,32.49599533988066,45.0,45.0191578958491
120,17,390,519,268.0,255.0,navio,navio 0.31,0.31,32.74166007976505,32.74166007976505,32.74166007976505,32.74166007976505,32.74166007976505,32.74166007976505,32.74166007976505,32.74166007976505,32.74166007976505,41.347858,32.49599533988066,45.0,45.0191578958491
249,37,360,491,264.0,304.5,meianau,meianau 0.49,0.49,32.60410774554561,32.60410774554561,32.60410774554561,32.60410774554561,32.60410774554561,32.60410774554561,32.60410774554561,32.60410774554561,32.60410774554561,44.281496,32.47404994207741,45.0,45.01954438110451
247,32,361,495,263.5,304.0,meianau,meianau 0.45,0.45,9.400338193410725,9.400338193410725,9.400338193410725,9.400338193410725,9.400338193410725,9.400338193410725,9.400338193410725,9.400338193410725,9.400338193410725,47.343118,9.28473125699454,45.0,45.0045507422041
202,66,364,148,107.0,283.0,proa,proa 0.36,0.36,4.877216806127488,4.877216806127488,4.877216806127488,4.877216806127488,4.877216806127488,4.877216806127488,4.877216806127488,4.877216806127488,4.877216806127488,47.343153,9.28473125699454,45.0,45.0045507422041
111,19,390,517,268.0,250.5,navio,navio 0.30,0.30,9.530395996878934,9.530395996878934,9.530395996878934,9.530395996878934,9.530395996878934,9.530395996878934,9.530395996878934,9.530395996878934,9.530395996878934,47.343187,9.28473125699454,45.0,45.0045507422041
242,52,367,472,262.0,304.5,meianau,meianau 0.49,0.49,9.574861796588904,9.574861796588904,9.574861796588904,9.574861796588904,9.574861796588904,9.574861796588904,9.574861796588904,9.574861796588904,9.574861796588904,50.304033,9.502607461328788,45.0,44.98248059709861
132,14,390,518,266.0,261.0,navio,navio 0.35,0.35,9.690468733005089,9.690468733005089,9.690468733005089,9.690468733005089,9.690468733005089,9.690468733005089,9.690468733005089,9.690468733005089,9.690468733005089,50.304069,9.502607461328788,45.0,44.98248059709861
238,0,375,336,168.0,306.5,meianau,meianau 0.38,0.38,7.143593867925931,7.143593867925931,7.143593867925931,7.143593867925931,7.143593867925931,7.143593867925931,7.143593867925931,7.143593867925931,7.143593867925931,53.293143,9.788102538446163,45.0,44.180544894180954
237,0,376,329,164.5,306.5,meianau,meianau 0.36,0.36,7.257322380039545,7.257322380039545,7.257322380039545,7.257322380039545,7.257322380039545,7.257322380039545,7.257322380039545,7.257322380039545,7.257322380039545,56.319576,10.002987119923938,45.0,44.214761153194004
233,0,380,333,166.5,306.5,meianau,meianau 0.36,0.36,7.487629105925468,7.487629105925468,7.487629105925468,7.487629105925468,7.487629105925468,7.487629105925468,7.487629105925468,7.487629105925468,7.487629105925468,59.298669,10.175490377601768,45.0,44.30137549472808
233,0,381,330,165.0,307.0,meianau,meianau 0.37,0.37,7.530855982688472,7.530855982688472,7.530855982688472,7.530855982688472,7.530855982688472,7.530855982688472,7.530855982688472,7.530855982688472,7.530855982688472,62.229134,10.262069855520842,45.0,44.29330795480549
234,0,380,334,167.0,307.0,meianau,meianau 0.37,0.37,7.648047945729811,7.648047945729811,7.648047945729811,7.648047945729811,7.648047945729811,7.648047945729811,7.648047945729811,7.648047945729811,7.648047945729811,65.171576,10.321458350354089,45.0,44.29854035267105
235,0,379,334,167.0,307.0,meianau,meianau 0.39,0.39,7.747632103828623,7.747632103828623,7.747632103828623,7.747632103828623,7.747632103828623,7.747632103828623,7.747632103828623,7.747632103828623,7.747632103828623,68.072648,10.421042508452901,45.0,44.27724622346614
231,0,383,335,167.5,307.0,meianau,meianau 0.34,0.34,7.818684748532524,7.818684748532524,7.818684748532524,7.818684748532524,7.818684748532524,7.818684748532524,7.818684748532524,7.818684748532524,7.818684748532524,71.004217,10.477644286104779,45.0,44.29479664843032
234,0,380,333,166.5,307.0,meianau,meianau 0.36,0.36,7.8218029412575,7.8218029412575,7.8218029412575,7.8218029412575,7.8218029412575,7.8218029412575,7.8218029412575,7.8218029412575,7.8218029412575,73.970553,10.509664212933801,45.0,44.285459278192675
233,0,380,332,166.0,306.5,meianau,meianau 0.34,0.34,7.810794489547172,7.810794489547172,7.810794489547172,7.810794489547172,7.810794489547172,7.810794489547172,7.810794489547172,7.810794489547172,7.810794489547172,76.834523,10.513106628275496,45.0,44.275702025480584
229,0,384,332,166.0,306.5,meianau,meianau 0.37,0.37,7.837602982039462,7.837602982039462,7.837602982039462,7.837602982039462,7.837602982039462,7.837602982039462,7.837602982039462,7.837602982039462,7.837602982039462,79.727549,10.539915120767786,45.0,44.29104151479944
235,0,379,330,165.0,307.0,meianau,meianau 0.35,0.35,7.809247663069019,7.809247663069019,7.809247663069019,7.809247663069019,7.809247663069019,7.809247663069019,7.809247663069019,7.809247663069019,7.809247663069019,82.733894,10.54046153590139,45.0,44.29313801293495
232,0,381,339,169.5,306.5,meianau,meianau 0.34,0.34,7.92811761667676,7.92811761667676,7.92811761667676,7.92811761667676,7.92811761667676,7.92811761667676,7.92811761667676,7.92811761667676,7.92811761667676,85.648191,10.529273686040922,45.0,44.287400368200345
234,0,380,331,165.5,307.0,meianau,meianau 0.35,0.35,7.837427210352779,7.837427210352779,7.837427210352779,7.837427210352779,7.837427210352779,7.837427210352779,7.837427210352779,7.837427210352779,7.837427210352779,88.527148,10.554190216133126,45.0,44.28809046302343
234,0,380,331,165.5,307.0,meianau,meianau 0.36,0.36,7.839722153913906,7.839722153913906,7.839722153913906,7.839722153913906,7.839722153913906,7.839722153913906,7.839722153913906,7.839722153913906,7.839722153913906,91.528354,10.556485159694253,45.0,44.284606080906215
232,0,382,335,167.5,307.0,meianau,meianau 0.36,0.36,7.874801582753349,7.874801582753349,7.874801582753349,7.874801582753349,7.874801582753349,7.874801582753349,7.874801582753349,7.874801582753349,7.874801582753349,94.581154,10.533761120325604,45.0,44.27783576644166
