yaw_encoder,data,dt
72.0,2021-04-26 19:21:05.913875,102.59053300000005
72.0,2021-04-26 19:21:06.117494,102.79414300000005
72.0,2021-04-26 19:21:06.316913,102.99357100000005
72.0,2021-04-26 19:21:06.516496,103.19315200000004
72.0,2021-04-26 19:21:06.716196,103.39282700000004
72.0,2021-04-26 19:21:06.915612,103.59226900000004
72.0,2021-04-26 19:21:07.115136,103.79179200000004
72.0,2021-04-26 19:21:07.314817,103.99146900000004
72.0,2021-04-26 19:21:07.514283,104.19094200000004
72.0,2021-04-26 19:21:07.713816,104.39047600000004
72.0,2021-04-26 19:21:07.913371,104.59002800000003
72.0,2021-04-26 19:21:08.116847,104.79350400000003
72.0,2021-04-26 19:21:08.317083,104.99373700000002
72.0,2021-04-26 19:21:08.515961,105.19261700000003
72.0,2021-04-26 19:21:08.715625,105.39226000000002
72.0,2021-04-26 19:21:08.915063,105.59171600000002
72.0,2021-04-26 19:21:09.114678,105.79133300000002
72.0,2021-04-26 19:21:09.314191,105.99084400000002
72.0,2021-04-26 19:21:09.514996,106.19165200000002
72.0,2021-04-26 19:21:09.713301,106.38995900000002
72.0,2021-04-26 19:21:09.916755,106.59341500000002
72.0,2021-04-26 19:21:10.116548,106.79318100000002
72.0,2021-04-26 19:21:10.315868,106.99252600000001
72.0,2021-04-26 19:21:10.515402,107.19205900000001
72.0,2021-04-26 19:21:10.714973,107.39163100000002
72.0,2021-04-26 19:21:10.916635,107.59329100000002
72.0,2021-04-26 19:21:11.114061,107.79071800000003
72.0,2021-04-26 19:21:11.313632,107.99028900000003
72.0,2021-04-26 19:21:11.513185,108.18984000000003
72.0,2021-04-26 19:21:11.716649,108.39330600000004
72.0,2021-04-26 19:21:11.917834,108.59449300000004
72.0,2021-04-26 19:21:12.115812,108.79246500000004
72.0,2021-04-26 19:21:12.315347,108.99199300000004
72.0,2021-04-26 19:21:12.514886,109.19154200000004
72.0,2021-04-26 19:21:12.714441,109.39109700000004
72.0,2021-04-26 19:21:12.916096,109.59273600000004
72.0,2021-04-26 19:21:13.113544,109.79020000000004
72.0,2021-04-26 19:21:13.313060,109.98971800000004
72.0,2021-04-26 19:21:13.516656,110.19330400000004
72.0,2021-04-26 19:21:13.716105,110.39276200000005
72.0,2021-04-26 19:21:13.915696,110.59235300000005
72.0,2021-04-26 19:21:14.115230,110.79188600000005
72.0,2021-04-26 19:21:14.314809,110.99146500000005
72.0,2021-04-26 19:21:14.514342,111.19099800000005
72.0,2021-04-26 19:21:14.713833,111.39049200000005
72.0,2021-04-26 19:21:14.914873,111.59152900000005
72.0,2021-04-26 19:21:15.112962,111.78962000000006
72.0,2021-04-26 19:21:15.316661,111.99332100000005
72.0,2021-04-26 19:21:15.516005,112.19266700000006
72.0,2021-04-26 19:21:15.715622,112.39227200000006
72.0,2021-04-26 19:21:15.915124,112.59178600000006
72.0,2021-04-26 19:21:16.114722,112.79136500000006
72.0,2021-04-26 19:21:16.314254,112.99091400000006
72.0,2021-04-26 19:21:16.513860,113.19051700000006
72.0,2021-04-26 19:21:16.713389,113.39004700000005
72.0,2021-04-26 19:21:16.912980,113.58963600000006
72.0,2021-04-26 19:21:17.116392,113.79304800000006
72.0,2021-04-26 19:21:17.316016,113.99267200000006
72.0,2021-04-26 19:21:17.515498,114.19215500000006
72.0,2021-04-26 19:21:17.715061,114.39171800000005
72.0,2021-04-26 19:21:17.914615,114.59126900000005
72.0,2021-04-26 19:21:18.114185,114.79084100000006
72.0,2021-04-26 19:21:18.313723,114.99037400000006
72.0,2021-04-26 19:21:18.513286,115.18993900000007
72.0,2021-04-26 19:21:18.712746,115.38940700000006
72.0,2021-04-26 19:21:18.916312,115.59296700000006
72.0,2021-04-26 19:21:19.115829,115.79248900000006
72.0,2021-04-26 19:21:19.315376,115.99203400000006
72.0,2021-04-26 19:21:19.515003,116.19166100000007
72.0,2021-04-26 19:21:19.714454,116.39111200000006
72.0,2021-04-26 19:21:19.914083,116.59073400000007
72.0,2021-04-26 19:21:20.113606,116.79026300000007
72.0,2021-04-26 19:21:20.313207,116.98986500000007
72.0,2021-04-26 19:21:20.512690,117.18934500000006
72.0,2021-04-26 19:21:20.716207,117.39286200000006
72.0,2021-04-26 19:21:20.915763,117.59242000000006
72.0,2021-04-26 19:21:21.115293,117.79194900000006
72.0,2021-04-26 19:21:21.314847,117.99150400000006
72.0,2021-04-26 19:21:21.514386,118.19104300000006
72.0,2021-04-26 19:21:21.713982,118.39063500000006
72.0,2021-04-26 19:21:21.913546,118.59019900000006
72.0,2021-04-26 19:21:22.113046,118.78970400000006
72.0,2021-04-26 19:21:22.312586,118.98924400000006
72.0,2021-04-26 19:21:22.516159,119.19280500000005
72.0,2021-04-26 19:21:22.715650,119.39230700000005
72.0,2021-04-26 19:21:22.915253,119.59190000000004
72.0,2021-04-26 19:21:23.114761,119.79141900000003
72.0,2021-04-26 19:21:23.314321,119.99097400000004
72.0,2021-04-26 19:21:23.515266,120.19191700000003
72.0,2021-04-26 19:21:23.713396,120.39005200000003
72.0,2021-04-26 19:21:23.913130,120.58979000000002
72.0,2021-04-26 19:21:24.112620,120.78927000000002
72.0,2021-04-26 19:21:24.312117,120.98876600000001
72.0,2021-04-26 19:21:24.515554,121.19221200000001
72.0,2021-04-26 19:21:24.715131,121.39178600000001
72.0,2021-04-26 19:21:24.914693,121.59134800000001
72.0,2021-04-26 19:21:25.114255,121.790906
72.0,2021-04-26 19:21:25.316845,121.99350000000001
72.0,2021-04-26 19:21:25.517245,122.19390000000001
72.0,2021-04-26 19:21:25.712884,122.38954600000001
72.0,2021-04-26 19:21:25.912458,122.58911900000001
72.0,2021-04-26 19:21:26.111933,122.78859500000002
72.0,2021-04-26 19:21:26.315514,122.99216500000001
72.0,2021-04-26 19:21:26.518191,123.19484200000001
72.0,2021-04-26 19:21:26.715026,123.391682
72.0,2021-04-26 19:21:26.914890,123.591542
72.0,2021-04-26 19:21:27.116062,123.792721
72.0,2021-04-26 19:21:27.315380,123.992022
72.0,2021-04-26 19:21:27.512749,124.189408
72.0,2021-04-26 19:21:27.712318,124.388976
72.0,2021-04-26 19:21:27.918790,124.595444
72.0,2021-04-26 19:21:28.115444,124.792095
72.0,2021-04-26 19:21:28.316213,124.992874
63.0,2021-04-26 19:21:28.514461,125.191119
63.0,2021-04-26 19:21:28.714061,125.390715
63.0,2021-04-26 19:21:28.913580,125.590237
63.0,2021-04-26 19:21:29.113233,125.78989200000001
63.0,2021-04-26 19:21:29.312632,125.98929000000001
54.0,2021-04-26 19:21:29.512227,126.18888700000001
54.0,2021-04-26 19:21:29.711747,126.38840900000001
54.0,2021-04-26 19:21:29.915275,126.59193300000001
54.0,2021-04-26 19:21:30.115786,126.79244100000001
54.0,2021-04-26 19:21:30.317634,126.99428800000001
54.0,2021-04-26 19:21:30.513938,127.190593
54.0,2021-04-26 19:21:30.713503,127.39016000000001
45.0,2021-04-26 19:21:30.913118,127.58977000000002
45.0,2021-04-26 19:21:31.112578,127.78923400000002
45.0,2021-04-26 19:21:31.312345,127.98900200000003
45.0,2021-04-26 19:21:31.511667,128.18832500000002
45.0,2021-04-26 19:21:31.715390,128.39203200000003
45.0,2021-04-26 19:21:31.914729,128.59138200000004
45.0,2021-04-26 19:21:32.114305,128.79096300000003
45.0,2021-04-26 19:21:32.313848,128.99050500000004
45.0,2021-04-26 19:21:32.513408,129.19006600000003
45.0,2021-04-26 19:21:32.712967,129.38962200000003
45.0,2021-04-26 19:21:32.912499,129.58915500000003
45.0,2021-04-26 19:21:33.112174,129.78882700000003
45.0,2021-04-26 19:21:33.311601,129.98825800000003
45.0,2021-04-26 19:21:33.517234,130.19388000000004
45.0,2021-04-26 19:21:33.714655,130.39131700000004
45.0,2021-04-26 19:21:33.914186,130.59084300000004
45.0,2021-04-26 19:21:34.113797,130.79044600000003
45.0,2021-04-26 19:21:34.313288,130.98994700000003
45.0,2021-04-26 19:21:34.514152,131.19081000000003
45.0,2021-04-26 19:21:34.712407,131.38906200000002
45.0,2021-04-26 19:21:34.912010,131.58866300000003
45.0,2021-04-26 19:21:35.111510,131.788168
45.0,2021-04-26 19:21:35.317403,131.99405700000003
45.0,2021-04-26 19:21:35.514542,132.19120100000004
45.0,2021-04-26 19:21:35.714203,132.39085800000004
45.0,2021-04-26 19:21:35.913637,132.59029800000005
45.0,2021-04-26 19:21:36.113177,132.78983500000004
45.0,2021-04-26 19:21:36.312781,132.98943500000004
45.0,2021-04-26 19:21:36.512315,133.18897000000004
45.0,2021-04-26 19:21:36.711845,133.38850100000005
45.0,2021-04-26 19:21:36.911393,133.58805200000006
45.0,2021-04-26 19:21:37.114926,133.79157200000006
45.0,2021-04-26 19:21:37.314433,133.99109000000007
45.0,2021-04-26 19:21:37.514012,134.19066900000007
45.0,2021-04-26 19:21:37.713855,134.39051100000006
45.0,2021-04-26 19:21:37.913077,134.58973500000005
45.0,2021-04-26 19:21:38.119374,134.79603100000006
45.0,2021-04-26 19:21:38.312228,134.98888800000006
45.0,2021-04-26 19:21:38.511770,135.18842700000005
45.0,2021-04-26 19:21:38.711305,135.38796100000005
45.0,2021-04-26 19:21:38.914812,135.59146500000006
45.0,2021-04-26 19:21:39.114376,135.79102700000004
45.0,2021-04-26 19:21:39.313900,135.99055600000005
45.0,2021-04-26 19:21:39.513486,136.19014300000006
45.0,2021-04-26 19:21:39.712986,136.38964200000007
45.0,2021-04-26 19:21:39.912626,136.58927700000007
45.0,2021-04-26 19:21:40.112136,136.78878900000007
45.0,2021-04-26 19:21:40.311672,136.98833000000008
45.0,2021-04-26 19:21:40.514028,137.19067700000008
45.0,2021-04-26 19:21:40.714711,137.39136800000009
45.0,2021-04-26 19:21:40.914414,137.59107400000008
45.0,2021-04-26 19:21:41.115905,137.79256500000008
45.0,2021-04-26 19:21:41.313370,137.99003100000007
45.0,2021-04-26 19:21:41.512922,138.18958000000006
45.0,2021-04-26 19:21:41.713273,138.38991700000005
45.0,2021-04-26 19:21:41.913885,138.59053600000004
45.0,2021-04-26 19:21:42.111607,138.78826700000005
45.0,2021-04-26 19:21:42.311153,138.98781000000005
45.0,2021-04-26 19:21:42.510786,139.18744200000006
45.0,2021-04-26 19:21:42.714185,139.39083400000007
45.0,2021-04-26 19:21:42.913721,139.59037900000007
45.0,2021-04-26 19:21:43.113303,139.78995700000007
45.0,2021-04-26 19:21:43.313165,139.98981600000008
45.0,2021-04-26 19:21:43.512378,140.18903500000008
45.0,2021-04-26 19:21:43.711922,140.38858100000007
45.0,2021-04-26 19:21:43.911498,140.58815400000006
45.0,2021-04-26 19:21:44.111635,140.78829000000005
45.0,2021-04-26 19:21:44.313155,140.98981300000005
45.0,2021-04-26 19:21:44.514038,141.19069600000006
36.0,2021-04-26 19:21:44.713624,141.39027600000006
36.0,2021-04-26 19:21:44.913219,141.58987500000006
36.0,2021-04-26 19:21:45.112723,141.78937900000005
36.0,2021-04-26 19:21:45.312330,141.98898000000005
27.0,2021-04-26 19:21:45.511814,142.18847100000005
27.0,2021-04-26 19:21:45.711380,142.38803800000005
27.0,2021-04-26 19:21:45.910955,142.58761300000006
27.0,2021-04-26 19:21:46.110641,142.78729300000006
27.0,2021-04-26 19:21:46.313962,142.99062100000006
27.0,2021-04-26 19:21:46.513567,143.19022000000007
27.0,2021-04-26 19:21:46.713083,143.38974000000007
27.0,2021-04-26 19:21:46.912656,143.58931200000006
27.0,2021-04-26 19:21:47.114361,143.79101500000007
27.0,2021-04-26 19:21:47.311741,143.98839800000007
27.0,2021-04-26 19:21:47.511259,144.18791700000008
27.0,2021-04-26 19:21:47.710870,144.38752200000008
27.0,2021-04-26 19:21:47.910440,144.58709000000007
27.0,2021-04-26 19:21:48.113869,144.79052700000008
27.0,2021-04-26 19:21:48.313426,144.9900800000001
27.0,2021-04-26 19:21:48.513836,145.19048500000008
27.0,2021-04-26 19:21:48.712572,145.38922500000007
27.0,2021-04-26 19:21:48.912135,145.58879000000007
27.0,2021-04-26 19:21:49.111639,145.7882960000001
27.0,2021-04-26 19:21:49.311263,145.98791400000007
27.0,2021-04-26 19:21:49.510738,146.18739400000007
27.0,2021-04-26 19:21:49.710270,146.38692900000007
27.0,2021-04-26 19:21:49.913832,146.59048400000006
27.0,2021-04-26 19:21:50.113333,146.78999600000006
27.0,2021-04-26 19:21:50.312918,146.98957800000005
27.0,2021-04-26 19:21:50.512480,147.18913600000005
27.0,2021-04-26 19:21:50.712069,147.38872500000005
27.0,2021-04-26 19:21:50.913318,147.58997500000004
27.0,2021-04-26 19:21:51.111084,147.78774200000004
27.0,2021-04-26 19:21:51.310654,147.98731100000003
27.0,2021-04-26 19:21:51.510301,148.18695800000003
27.0,2021-04-26 19:21:51.713697,148.39035700000002
27.0,2021-04-26 19:21:51.913260,148.589917
27.0,2021-04-26 19:21:52.115888,148.79254500000002
27.0,2021-04-26 19:21:52.315025,148.991677
27.0,2021-04-26 19:21:52.513987,149.190641
27.0,2021-04-26 19:21:52.711449,149.388106
27.0,2021-04-26 19:21:52.910972,149.58763299999998
27.0,2021-04-26 19:21:53.110618,149.78727099999998
27.0,2021-04-26 19:21:53.317362,149.99401999999998
27.0,2021-04-26 19:21:53.513622,150.19027899999998
27.0,2021-04-26 19:21:53.713227,150.38986599999998
27.0,2021-04-26 19:21:53.912807,150.58946099999997
27.0,2021-04-26 19:21:54.112273,150.78893099999996
27.0,2021-04-26 19:21:54.311761,150.98841799999997
27.0,2021-04-26 19:21:54.511358,151.18801499999998
27.0,2021-04-26 19:21:54.710953,151.38760599999998
27.0,2021-04-26 19:21:54.910465,151.58712199999997
27.0,2021-04-26 19:21:55.110043,151.78669699999998
27.0,2021-04-26 19:21:55.313547,151.99020299999998
27.0,2021-04-26 19:21:55.517639,152.19428599999998
27.0,2021-04-26 19:21:55.713777,152.39043599999997
27.0,2021-04-26 19:21:55.913602,152.59025799999998
27.0,2021-04-26 19:21:56.112273,152.78892399999998
27.0,2021-04-26 19:21:56.311281,152.987937
27.0,2021-04-26 19:21:56.510813,153.187468
27.0,2021-04-26 19:21:56.710423,153.38708
27.0,2021-04-26 19:21:56.911780,153.588435
27.0,2021-04-26 19:21:57.113404,153.79006
27.0,2021-04-26 19:21:57.312943,153.98960100000002
27.0,2021-04-26 19:21:57.513774,154.19042800000003
27.0,2021-04-26 19:21:57.712114,154.38876400000004
27.0,2021-04-26 19:21:57.911603,154.58826300000004
27.0,2021-04-26 19:21:58.111486,154.78814000000003
27.0,2021-04-26 19:21:58.310734,154.98738700000004
27.0,2021-04-26 19:21:58.510314,155.18697200000005
27.0,2021-04-26 19:21:58.709873,155.38652500000006
27.0,2021-04-26 19:21:58.913343,155.58999500000007
27.0,2021-04-26 19:21:59.113321,155.78997900000007
27.0,2021-04-26 19:21:59.312442,155.98909500000008
27.0,2021-04-26 19:21:59.512012,156.18867400000008
27.0,2021-04-26 19:21:59.711504,156.38816400000007
27.0,2021-04-26 19:21:59.911096,156.58775300000008
27.0,2021-04-26 19:22:00.110682,156.78733500000007
27.0,2021-04-26 19:22:00.310207,156.98686300000006
27.0,2021-04-26 19:22:00.509756,157.18641300000004
27.0,2021-04-26 19:22:00.713230,157.38989000000004
27.0,2021-04-26 19:22:00.912786,157.58944200000005
27.0,2021-04-26 19:22:01.112345,157.78900000000004
27.0,2021-04-26 19:22:01.312079,157.98872700000004
27.0,2021-04-26 19:22:01.511418,158.18808000000004
27.0,2021-04-26 19:22:01.710997,158.38765700000005
27.0,2021-04-26 19:22:01.910541,158.58719900000006
27.0,2021-04-26 19:22:02.110099,158.78675700000005
27.0,2021-04-26 19:22:02.309859,158.98649800000004
27.0,2021-04-26 19:22:02.509211,159.18586500000004
27.0,2021-04-26 19:22:02.717772,159.39442900000003
27.0,2021-04-26 19:22:02.914956,159.59160900000003
36.0,2021-04-26 19:22:03.113966,159.79062000000005
36.0,2021-04-26 19:22:03.311909,159.98855800000004
36.0,2021-04-26 19:22:03.510913,160.18756900000005
36.0,2021-04-26 19:22:03.711612,160.38826800000004
36.0,2021-04-26 19:22:03.909965,160.58661800000004
36.0,2021-04-26 19:22:04.109596,160.78623700000006
45.0,2021-04-26 19:22:04.309153,160.98580500000006
45.0,2021-04-26 19:22:04.512609,161.18926700000006
45.0,2021-04-26 19:22:04.712117,161.38877600000006
45.0,2021-04-26 19:22:04.911718,161.58837500000007
45.0,2021-04-26 19:22:05.111287,161.78794100000007
45.0,2021-04-26 19:22:05.315874,161.99253100000007
45.0,2021-04-26 19:22:05.510348,162.18699500000008
45.0,2021-04-26 19:22:05.709916,162.3865710000001
45.0,2021-04-26 19:22:05.909460,162.5861160000001
45.0,2021-04-26 19:22:06.109081,162.7857400000001
45.0,2021-04-26 19:22:06.312549,162.9892040000001
45.0,2021-04-26 19:22:06.512013,163.18867500000007
45.0,2021-04-26 19:22:06.711589,163.38824800000006
54.0,2021-04-26 19:22:06.911131,163.58778900000007
45.0,2021-04-26 19:22:07.110913,163.78757100000007
45.0,2021-04-26 19:22:07.312322,163.98898100000008
45.0,2021-04-26 19:22:07.510234,164.18689300000008
45.0,2021-04-26 19:22:07.709873,164.38652800000008
45.0,2021-04-26 19:22:07.908915,164.58557000000008
45.0,2021-04-26 19:22:08.112419,164.78907500000008
45.0,2021-04-26 19:22:08.317356,164.99401100000009
45.0,2021-04-26 19:22:08.515744,165.1924030000001
45.0,2021-04-26 19:22:08.711184,165.3878400000001
45.0,2021-04-26 19:22:08.910631,165.5872900000001
45.0,2021-04-26 19:22:09.111687,165.78834100000012
45.0,2021-04-26 19:22:09.309738,165.98639500000013
45.0,2021-04-26 19:22:09.513834,166.19049300000012
45.0,2021-04-26 19:22:09.712472,166.3891290000001
45.0,2021-04-26 19:22:09.912299,166.5889570000001
45.0,2021-04-26 19:22:10.114881,166.7915360000001
45.0,2021-04-26 19:22:10.311566,166.9882210000001
45.0,2021-04-26 19:22:10.510988,167.1876420000001
45.0,2021-04-26 19:22:10.710515,167.3871710000001
45.0,2021-04-26 19:22:10.910811,167.5874630000001
45.0,2021-04-26 19:22:11.113802,167.7904580000001
45.0,2021-04-26 19:22:11.309186,167.98584200000008
45.0,2021-04-26 19:22:11.510026,168.1866780000001
45.0,2021-04-26 19:22:11.712240,168.3888970000001
45.0,2021-04-26 19:22:11.911774,168.5884300000001
45.0,2021-04-26 19:22:12.111314,168.7879690000001
45.0,2021-04-26 19:22:12.310865,168.9875220000001
45.0,2021-04-26 19:22:12.510343,169.1870010000001
45.0,2021-04-26 19:22:12.710042,169.3866890000001
45.0,2021-04-26 19:22:12.913801,169.5904600000001
45.0,2021-04-26 19:22:13.109088,169.78574200000008
45.0,2021-04-26 19:22:13.308640,169.9852960000001
45.0,2021-04-26 19:22:13.512144,170.1887900000001
45.0,2021-04-26 19:22:13.711693,170.3883490000001
45.0,2021-04-26 19:22:13.911284,170.5879410000001
45.0,2021-04-26 19:22:14.110777,170.78743300000008
45.0,2021-04-26 19:22:14.310365,170.9870190000001
45.0,2021-04-26 19:22:14.510284,171.1869360000001
45.0,2021-04-26 19:22:14.709848,171.3865040000001
45.0,2021-04-26 19:22:14.909016,171.5856730000001
45.0,2021-04-26 19:22:15.110163,171.7868150000001
45.0,2021-04-26 19:22:15.312799,171.9894570000001
45.0,2021-04-26 19:22:15.511575,172.1882150000001
45.0,2021-04-26 19:22:15.711123,172.3877820000001
45.0,2021-04-26 19:22:15.910659,172.5873160000001
45.0,2021-04-26 19:22:16.110300,172.7869510000001
45.0,2021-04-26 19:22:16.309866,172.9865220000001
45.0,2021-04-26 19:22:16.509299,173.1859570000001
45.0,2021-04-26 19:22:16.708922,173.3855760000001
45.0,2021-04-26 19:22:16.908447,173.5851040000001
45.0,2021-04-26 19:22:17.112041,173.7886990000001
45.0,2021-04-26 19:22:17.314600,173.9912560000001
45.0,2021-04-26 19:22:17.511381,174.18803800000012
45.0,2021-04-26 19:22:17.711315,174.3879710000001
45.0,2021-04-26 19:22:17.910157,174.58681300000012
45.0,2021-04-26 19:22:18.109725,174.78638000000012
45.0,2021-04-26 19:22:18.309338,174.9859870000001
45.0,2021-04-26 19:22:18.508823,175.1854790000001
45.0,2021-04-26 19:22:18.708331,175.3849900000001
45.0,2021-04-26 19:22:18.911885,175.5885410000001
45.0,2021-04-26 19:22:19.111785,175.78844300000011
45.0,2021-04-26 19:22:19.310978,175.98763500000013
45.0,2021-04-26 19:22:19.510505,176.1871630000001
45.0,2021-04-26 19:22:19.710092,176.3867430000001
45.0,2021-04-26 19:22:19.909617,176.58627400000012
45.0,2021-04-26 19:22:20.109220,176.7858690000001
45.0,2021-04-26 19:22:20.308798,176.98545400000012
45.0,2021-04-26 19:22:20.508338,177.18498700000012
45.0,2021-04-26 19:22:20.711746,177.38840400000012
45.0,2021-04-26 19:22:20.911285,177.5879420000001
45.0,2021-04-26 19:22:21.110835,177.78749300000013
45.0,2021-04-26 19:22:21.310389,177.98704700000013
45.0,2021-04-26 19:22:21.509975,178.18662600000013
45.0,2021-04-26 19:22:21.709567,178.38621600000013
45.0,2021-04-26 19:22:21.909084,178.58574000000013
45.0,2021-04-26 19:22:22.108606,178.78526300000013
45.0,2021-04-26 19:22:22.308175,178.98483600000012
45.0,2021-04-26 19:22:22.507700,179.18435600000012
45.0,2021-04-26 19:22:22.711242,179.38790000000012
45.0,2021-04-26 19:22:22.911177,179.5878320000001
45.0,2021-04-26 19:22:23.110315,179.7869730000001
45.0,2021-04-26 19:22:23.309912,179.9865560000001
45.0,2021-04-26 19:22:23.509415,180.18607300000008
45.0,2021-04-26 19:22:23.708970,180.38562900000008
45.0,2021-04-26 19:22:23.908502,180.5851600000001
45.0,2021-04-26 19:22:24.108086,180.78474300000008
45.0,2021-04-26 19:22:24.309884,180.98653700000008
45.0,2021-04-26 19:22:24.517479,181.1941400000001
45.0,2021-04-26 19:22:24.710641,181.3872980000001
45.0,2021-04-26 19:22:24.910306,181.5869670000001
45.0,2021-04-26 19:22:25.109787,181.7864430000001
45.0,2021-04-26 19:22:25.309278,181.9859370000001
45.0,2021-04-26 19:22:25.508859,182.1855180000001
45.0,2021-04-26 19:22:25.708403,182.3850610000001
45.0,2021-04-26 19:22:25.907997,182.5846520000001
45.0,2021-04-26 19:22:26.107508,182.78416800000008
45.0,2021-04-26 19:22:26.311012,182.98767400000008
45.0,2021-04-26 19:22:26.510571,183.18723000000008
45.0,2021-04-26 19:22:26.710244,183.3868980000001
45.0,2021-04-26 19:22:26.909787,183.58644500000008
45.0,2021-04-26 19:22:27.109359,183.78601400000008
45.0,2021-04-26 19:22:27.308914,183.9855680000001
45.0,2021-04-26 19:22:27.508457,184.1851080000001
45.0,2021-04-26 19:22:27.707901,184.3845590000001
45.0,2021-04-26 19:22:27.907450,184.5841060000001
45.0,2021-04-26 19:22:28.110931,184.7875850000001
45.0,2021-04-26 19:22:28.310528,184.98717900000008
45.0,2021-04-26 19:22:28.510133,185.18678400000007
45.0,2021-04-26 19:22:28.709733,185.38638700000007
45.0,2021-04-26 19:22:28.909076,185.58573600000008
45.0,2021-04-26 19:22:29.108675,185.78532600000008
45.0,2021-04-26 19:22:29.308226,185.98488200000008
45.0,2021-04-26 19:22:29.507797,186.1844560000001
45.0,2021-04-26 19:22:29.707389,186.3840440000001
45.0,2021-04-26 19:22:29.910840,186.5874980000001
45.0,2021-04-26 19:22:30.110369,186.7870280000001
45.0,2021-04-26 19:22:30.309982,186.9866400000001
45.0,2021-04-26 19:22:30.509585,187.1862280000001
45.0,2021-04-26 19:22:30.709181,187.3858230000001
45.0,2021-04-26 19:22:30.908588,187.5852460000001
45.0,2021-04-26 19:22:31.108103,187.7847590000001
45.0,2021-04-26 19:22:31.307841,187.9844900000001
45.0,2021-04-26 19:22:31.507281,188.1839370000001
45.0,2021-04-26 19:22:31.712458,188.3891050000001
45.0,2021-04-26 19:22:31.910321,188.5869810000001
45.0,2021-04-26 19:22:32.109838,188.78649800000008
45.0,2021-04-26 19:22:32.309500,188.98615800000007
45.0,2021-04-26 19:22:32.509036,189.18568200000007
45.0,2021-04-26 19:22:32.708541,189.38519400000007
45.0,2021-04-26 19:22:32.908223,189.58485300000007
45.0,2021-04-26 19:22:33.107693,189.78434800000008
45.0,2021-04-26 19:22:33.307152,189.9838100000001
45.0,2021-04-26 19:22:33.510626,190.18728900000008
45.0,2021-04-26 19:22:33.710204,190.3868630000001
45.0,2021-04-26 19:22:33.909714,190.5863730000001
45.0,2021-04-26 19:22:34.109357,190.7860110000001
45.0,2021-04-26 19:22:34.308833,190.9854850000001
45.0,2021-04-26 19:22:34.508451,191.1851070000001
45.0,2021-04-26 19:22:34.707926,191.3845820000001
45.0,2021-04-26 19:22:34.907496,191.58415600000012
45.0,2021-04-26 19:22:35.107067,191.78372500000012
45.0,2021-04-26 19:22:35.310565,191.9872230000001
45.0,2021-04-26 19:22:35.510222,192.18686500000013
45.0,2021-04-26 19:22:35.709688,192.38634300000012
45.0,2021-04-26 19:22:35.909269,192.58592500000012
45.0,2021-04-26 19:22:36.108825,192.78547800000013
45.0,2021-04-26 19:22:36.308523,192.98517600000014
