X,Y,Altura,Orientacao,Tempo
0.06807910650968552,-0.011777003295719624,10.205039978027344,-1.0516813101891396,1607527110.140087
0.06807910650968552,-0.011777003295719624,10.205039978027344,-1.1001306654868381,1607527110.2596989
0.06853686273097992,-0.012707372196018696,10.415399551391602,-1.0539062154060264,1607527110.3862054
0.06823652237653732,-0.014271833002567291,10.505345344543457,-0.9055919539907362,1607527110.4995127
0.06738405674695969,-0.015906084328889847,10.605865478515625,-0.4052068583485457,1607527110.6198454
0.06651219725608826,-0.017071718350052834,10.668563842773438,-0.10909251863109108,1607527110.7433665
0.06506726145744324,-0.018393130972981453,10.732413291931152,0.9884017740012203,1607527110.8596513
0.06295882165431976,-0.02149043045938015,10.837839126586914,3.193224332393967,1607527110.979431
0.061456870287656784,-0.02306879684329033,10.874479293823242,4.116461478500715,1607527111.09934
0.06004636362195015,-0.024641672149300575,10.899672508239746,6.013402482808303,1607527111.2195296
0.05751495063304901,-0.027028469368815422,10.924903869628906,7.185349411490502,1607527111.3395882
0.0528765544295311,-0.031057316809892654,10.938960075378418,12.635786408689535,1607527111.4593506
0.049192387610673904,-0.03403385728597641,10.932368278503418,16.12270498440124,1607527111.5601473
0.04589439183473587,-0.036543842405080795,10.917912483215332,19.602382364746138,1607527111.6609893
0.041515786200761795,-0.03988764062523842,10.888969421386719,22.895472161688687,1607527111.779404
0.03835799917578697,-0.0422682911157608,10.864579200744629,25.90980019231348,1607527111.8800464
0.03470371291041374,-0.04577198997139931,10.808404922485352,26.826168331628573,1607527111.9823937
0.03589390218257904,-0.04584314674139023,10.790581703186035,26.600100189018843,1607527112.0997875
0.036494672298431396,-0.046159252524375916,10.7703218460083,26.085369838222714,1607527112.2005165
0.03728353977203369,-0.046622660011053085,10.742107391357422,25.843256868247572,1607527112.3013563
0.03781721368432045,-0.046917084604501724,10.72021484375,25.29460553752245,1607527112.4196873
0.037867847830057144,-0.04739943891763687,10.694814682006836,24.33587719995021,1607527112.5203295
0.0380902923643589,-0.0480746328830719,10.66446590423584,23.629272048471776,1607527112.6211493
0.03827964514493942,-0.04850773885846138,10.644062042236328,22.06489842822686,1607527112.739419
0.038048118352890015,-0.0491604246199131,10.621185302734375,19.878512908323472,1607527112.8400137
0.0377742201089859,-0.05005340278148651,10.592144966125488,18.84390131629336,1607527112.9406013
0.03752494975924492,-0.05068663880228996,10.570870399475098,16.952233307261356,1607527113.0678205
0.03684654459357262,-0.05157798156142235,10.546292304992676,14.725968237086501,1607527113.1684155
0.03689415380358696,-0.051027342677116394,10.524798393249512,13.53133730920197,1607527113.2698333
0.03793425112962723,-0.04718014597892761,10.494464874267578,11.018902335619236,1607527113.379487
0.038515783846378326,-0.041466593742370605,10.440489768981934,6.72841633762468,1607527113.4802926
0.0385834276676178,-0.039223723113536835,10.419299125671387,3.980375019104056,1607527113.5810928
0.038132376968860626,-0.037251878529787064,10.394828796386719,1.1852065536980754,1607527113.703447
0.038461461663246155,-0.028004402294754982,10.342458724975586,-1.6677698255708577,1607527113.8041074
0.03832799196243286,-0.023656390607357025,10.317944526672363,-4.60254312092122,1607527113.9068043
0.038282610476017,-0.019505314528942108,10.296398162841797,-9.074917959778272,1607527114.019659
0.03697448968887329,-0.010723214596509933,10.241289138793945,-11.79439035854061,1607527114.1210566
0.03697448968887329,-0.010723214596509933,10.241289138793945,-13.307585575164618,1607527114.2217739
0.035126715898513794,-0.002928344998508692,10.188961029052734,-18.17453512176498,1607527114.339455
0.03392458334565163,0.00018404482398182154,10.164250373840332,-21.234874545637542,1607527114.4419482
0.031234046444296837,0.006730655208230019,10.11130142211914,-24.314683370648495,1607527114.5426474
0.029419230297207832,0.010161489248275757,10.080026626586914,-27.111197979324942,1607527114.6634054
0.028695594519376755,0.014114330522716045,10.055052757263184,-32.08623751447106,1607527114.7640913
0.028072183951735497,0.022789068520069122,10.008258819580078,-36.46033180372753,1607527114.8652253
0.027740851044654846,0.026694316416978836,9.985859870910645,-36.46033180372753,1607527114.987151
0.02696141228079796,0.03166690468788147,9.952862739562988,-39.574205404149716,1607527115.0878866
0.02696141228079796,0.03166690468788147,9.952862739562988,-42.684582855717935,1607527115.1885204
0.02616300620138645,0.035322967916727066,9.925263404846191,-44.254887389105754,1607527115.2999947
0.025115380063652992,0.039831310510635376,9.8893404006958,-46.14653087918326,1607527115.4012516
0.025115380063652992,0.039831310510635376,9.8893404006958,-47.734500789728365,1607527115.5019643
0.024431005120277405,0.04298904165625572,9.863393783569336,-49.33934918472812,1607527115.6024761
0.023510346189141273,0.046227965503931046,9.832977294921875,-52.550107864126495,1607527115.7030795
0.022715570405125618,0.04908192157745361,9.80573558807373,-55.720616841828594,1607527115.8035553
0.02058030292391777,0.05578283593058586,9.73367691040039,-58.48225006039794,1607527115.9040632
0.020156556740403175,0.05826829373836517,9.705221176147461,-61.39515449037381,1607527116.0202312
0.02078818529844284,0.061657294631004333,9.664590835571289,-64.1278828928238,1607527116.1399527
0.021563131362199783,0.06710239499807358,9.591665267944336,-68.29878798416698,1607527116.2605858
0.023177392780780792,0.07387682050466537,9.491642951965332,-73.28126960550998,1607527116.3792775
0.023706890642642975,0.07739866524934769,9.432404518127441,-76.71945730957647,1607527116.499289
0.0250669177621603,0.07975035160779953,9.393500328063965,-78.04414088009332,1607527116.619398
0.026271630078554153,0.08290883898735046,9.336626052856445,-79.60672261221372,1607527116.7393618
0.027971137315034866,0.08289467543363571,9.300639152526855,-80.83743056322929,1607527116.859413
0.027971137315034866,0.08289467543363571,9.300639152526855,-81.32049815178897,1607527116.9796426
0.032092489302158356,0.08007164299488068,9.248242378234863,-82.51549832611103,1607527117.100084
