X_k,Y_k,Altura,Orientacao_k,Tempo
0.4301398993223515,-302.5811633990539,-35.90542984008789,-175.33969165470666,1607527789.3555615
0.34694385919557774,-302.59107362800194,-35.9069709777832,-175.31783888483247,1607527789.5562766
0.2718512718359616,-302.59938561475235,-35.909278869628906,-175.32200709589657,1607527789.757027
0.18887817321483502,-302.607879285128,-35.91240310668945,-175.32812533042696,1607527789.9577305
0.1040046997197791,-302.61598969086043,-35.91472244262695,-175.32850847870102,1607527790.1584682
0.02353172288191338,-302.62553801817086,-35.917293548583984,-175.32812268842338,1607527790.3592288
-0.08891953729555895,-302.6398415634703,-35.92169570922852,-175.32676063894297,1607527790.5601332
-0.1983659251610615,-302.652943696332,-35.924781799316406,-175.32272911035798,1607527790.7610767
-0.29057301931766,-302.66330476151217,-35.92692565917969,-175.32297929927373,1607527790.9620278
-0.3766108921098167,-302.6725999711029,-35.928749084472656,-175.31670360494542,1607527791.1629086
-0.47131488911043723,-302.6831666802332,-35.93085861206055,-175.30767276821007,1607527791.3643599
-0.5671375211950478,-302.6956147656106,-35.93250274658203,-175.30381239757938,1607527791.5650804
