,X,Y
0,0.0,0.0
1,0.4565495825918987,-3.0129945202292574
2,0.9130991651837974,-6.025989040458515
3,1.3696487477756962,-9.038983560687772
4,1.8261983303675948,-12.05197808091703
5,2.2827479129594934,-15.064972601146287
6,2.7392974955513925,-18.077967121375544
7,3.195847078143291,-21.090961641604803
8,3.6523966607351896,-24.10395616183406
9,4.108946243327089,-27.116950682063315
10,4.565495825918987,-30.129945202292575
11,5.022045408510886,-33.14293972252183
12,5.478594991102785,-36.15593424275109
13,5.935144573694683,-39.16892876298034
14,6.391694156286582,-42.181923283209606
15,6.84824373887848,-45.19491780343886
16,7.304793321470379,-48.20791232366812
17,7.761342904062278,-51.220906843897374
18,8.217892486654177,-54.23390136412663
19,8.674442069246075,-57.246895884355894
20,9.130991651837974,-60.25989040458515
21,9.587541234429873,-63.272884924814406
22,10.044090817021772,-66.28587944504366
23,10.50064039961367,-69.29887396527292
24,10.95718998220557,-72.31186848550217
25,11.413739564797467,-75.32486300573143
26,11.870289147389366,-78.33785752596069
27,12.326838729981265,-81.35085204618996
28,12.783388312573164,-84.36384656641921
29,13.239937895165063,-87.37684108664847
30,13.69648747775696,-90.38983560687772
31,14.15303706034886,-93.40283012710698
32,14.609586642940759,-96.41582464733624
33,15.066136225532658,-99.42881916756549
34,15.522685808124557,-102.44181368779475
35,15.979235390716454,-105.454808208024
36,16.435784973308355,-108.46780272825326
37,16.892334555900252,-111.48079724848252
38,17.34888413849215,-114.49379176871179
39,17.80543372108405,-117.50678628894104
40,18.261983303675947,-120.5197808091703
41,18.718532886267848,-123.53277532939956
42,19.175082468859745,-126.54576984962881
43,19.631632051451643,-129.55876436985807
44,20.088181634043544,-132.57175889008732
45,20.54473121663544,-135.58475341031658
46,21.00128079922734,-138.59774793054584
47,21.45783038181924,-141.6107424507751
48,21.91437996441114,-144.62373697100435
49,22.370929547003037,-147.6367314912336
50,22.827479129594934,-150.64972601146286
51,23.284028712186835,-153.66272053169212
52,23.740578294778732,-156.67571505192137
53,24.197127877370633,-159.68870957215063
54,24.65367745996253,-162.7017040923799
55,25.110227042554428,-165.71469861260917
56,25.56677662514633,-168.72769313283843
57,26.023326207738226,-171.74068765306768
58,26.479875790330127,-174.75368217329694
59,26.936425372922024,-177.7666766935262
60,27.39297495551392,-180.77967121375545
61,27.849524538105822,-183.7926657339847
62,28.30607412069772,-186.80566025421396
63,28.76262370328962,-189.81865477444322
64,29.219173285881517,-192.83164929467247
65,29.675722868473414,-195.84464381490173
66,30.132272451065315,-198.85763833513099
67,30.588822033657213,-201.87063285536024
68,31.045371616249113,-204.8836273755895
69,31.50192119884101,-207.89662189581875
70,31.958470781432908,-210.909616416048
71,32.415020364024805,-213.92261093627727
72,32.87156994661671,-216.93560545650652
73,33.32811952920861,-219.94859997673578
74,33.784669111800504,-222.96159449696503
75,34.2412186943924,-225.97458901719432
76,34.6977682769843,-228.98758353742357
77,35.1543178595762,-232.00057805765283
78,35.6108674421681,-235.0135725778821
79,36.06741702476,-238.02656709811134
80,36.523966607351895,-241.0395616183406
81,36.98051618994379,-244.05255613856986
82,37.437065772535696,-247.0655506587991
83,37.893615355127594,-250.07854517902837
84,38.35016493771949,-253.09153969925762
85,38.80671452031139,-256.1045342194869
86,39.263264102903285,-259.11752873971614
87,39.71981368549519,-262.1305232599454
88,40.17636326808709,-265.14351778017465
89,40.632912850678984,-268.1565123004039
90,41.08946243327088,-271.16950682063316
91,41.54601201586278,-274.1825013408624
92,42.00256159845468,-277.1954958610917
93,42.45911118104658,-280.2084903813209
94,42.91566076363848,-283.2214849015502
95,43.372210346230375,-286.23447942177944
96,43.82875992882228,-289.2474739420087
97,44.28530951141418,-292.26046846223795
98,44.741859094006074,-295.2734629824672
99,45.19840867659797,-298.28645750269646
