X,Y,Altura,Orientacao,Tempo
44.08589172363281,-298.72393798828125,5.032999515533447,179.9397591593096,1607527528.7508855
44.45184326171875,-299.76715087890625,-35.931724548339844,-177.94697163197694,1607527660.599539
44.44648742675781,-299.7676696777344,-35.92633056640625,-177.8879987151726,1607527660.800259
44.433189392089844,-299.7687683105469,-35.92262268066406,-177.85755671700227,1607527661.00105
44.397335052490234,-299.770751953125,-35.92668151855469,-177.82804248029203,1607527661.2018533
44.36273193359375,-299.7724914550781,-35.93130111694336,-177.8193449077324,1607527661.4026527
44.30958938598633,-299.77490234375,-35.93766403198242,-177.8472128505158,1607527661.6035147
44.21845626831055,-299.77862548828125,-35.94700241088867,-177.86606639396237,1607527661.8043432
44.189910888671875,-299.7796936035156,-35.94956970214844,-177.8716706530991,1607527662.0091336
44.112266540527344,-299.7824401855469,-35.95432662963867,-177.87068757338523,1607527662.2098987
43.98625183105469,-299.787353515625,-35.96171569824219,-177.849789159611,1607527662.4106684
43.8610954284668,-299.7979736328125,-35.97052001953125,-177.84652862240225,1607527662.6121383
43.7421760559082,-299.80633544921875,-35.97699737548828,-177.84096721483698,1607527662.8129108
43.572086334228516,-299.8173828125,-35.98680877685547,-177.84627164220856,1607527663.0137095
43.42070388793945,-299.82879638671875,-35.99724578857422,-177.8342144716923,1607527663.2144494
43.30072784423828,-299.8409423828125,-36.00836181640625,-177.83291842539347,1607527663.415206
43.162452697753906,-299.8527526855469,-36.01847457885742,-177.8405011946066,1607527663.6159945
43.0619010925293,-299.8601989746094,-36.02403259277344,-177.8576464673054,1607527663.8167486
42.96623229980469,-299.8667907714844,-36.029151916503906,-177.86514213130968,1607527664.0175605
42.9095344543457,-299.87213134765625,-36.03329849243164,-177.86915658700713,1607527664.2183404
42.76686096191406,-299.8882141113281,-36.045291900634766,-177.8673464742784,1607527664.4191082
42.68072509765625,-299.89678955078125,-36.051734924316406,-177.86665569863038,1607527664.6199622
42.594444274902344,-299.9049377441406,-36.060508728027344,-177.86732792325603,1607527664.8209093
42.450462341308594,-299.9173583984375,-36.07712173461914,-177.87522923793824,1607527665.0216188
42.346195220947266,-299.9252014160156,-36.086734771728516,-177.86233267050807,1607527665.2223113
42.24742889404297,-299.9320983886719,-36.095211029052734,-177.87102377328492,1607527665.42287
42.055110931396484,-299.9433898925781,-36.11008834838867,-177.86873118977317,1607527665.6235738
41.38077163696289,-299.6765441894531,-36.0926513671875,-177.60560319910866,1607527685.900622
41.341575622558594,-299.6779479980469,-36.092079162597656,-177.44236133589146,1607527686.1013622
